# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
25.7909339,4.3132523,13.0892752,0.1326691,0.2888940,3.2343694,-8.7217550
25.8908988,4.2994482,13.1822232,0.1635611,0.3760573,2.9525256,-8.3791386
25.9908637,4.2824673,13.2739209,0.2049161,0.5141685,2.6537084,-8.0422492
26.0908285,4.2527163,13.3951510,0.2807854,0.7282930,2.3311550,-7.4711000
26.1907934,4.2189701,13.4952774,0.3766480,1.1492953,1.9850916,-6.4236620
26.2907582,4.1824901,13.5734951,0.5094565,2.0992815,1.6298183,0.0000000
26.3907231,4.1342319,13.6401780,0.7795632,4.5175487,1.6298183,0.0000000
26.4906880,4.0563105,13.6927472,1.1135133,0.9330319,1.6298183,7.0000000
26.5906528,3.9727763,13.7369496,1.0142157,-1.4155700,2.0139056,6.2587087
26.6906177,3.9022925,13.7848208,0.9493466,-0.3150108,2.3037182,7.0000000
26.7905826,3.8189907,13.8453006,0.9437641,0.1311768,2.5897154,7.0000000
26.8905474,3.7222076,13.9136002,0.9724687,0.3141847,2.8471273,7.0000000
26.9905123,3.6470660,13.9634364,0.9966342,0.2302947,3.0831221,7.0000000
27.0904771,3.5653639,14.0151111,1.0162318,0.1797176,3.3022946,7.0000000
27.1904420,3.4783333,14.0679943,1.0327954,0.1482524,3.5077996,7.0000000
27.2904069,3.3872062,14.1214556,1.0473381,0.1287466,3.7019138,7.0000000
27.3903717,3.2951508,14.1737807,1.0603501,0.1202555,3.8863446,7.0000000
27.4903366,3.2082081,14.2217756,1.0725248,0.1251761,4.0624109,7.0000000
27.5903014,3.1200464,14.2690165,1.0853573,0.1316912,4.2311571,7.0000000
27.6902663,3.0309530,14.3152522,1.0989756,0.1399587,4.3934267,7.0000000
27.7902312,2.9412152,14.3602318,1.1135214,0.1502113,4.5499128,7.0000000
27.8901960,2.8511202,14.4037041,1.1291546,0.1627691,4.7011929,7.0000000
27.9901609,2.7590533,14.4462735,1.1465499,0.1806924,4.8477544,7.0000000
28.0901257,2.6667237,14.4869324,1.1657363,0.1998229,4.9900131,7.0000000
28.1900906,2.5743120,14.5254306,1.1867314,0.2197682,5.1283271,6.2201535
28.2900555,2.4817981,14.5616126,1.2095849,0.2404919,5.2481742,5.3760520
28.3900203,2.3891622,14.5953234,1.2343425,0.2619211,5.3495948,4.5042989
28.4899852,2.2946000,14.6269874,1.2611896,0.2731420,5.4331122,3.9372006
28.5899500,2.1989878,14.6561317,1.2887331,0.2774723,5.5050769,3.5909594
28.6899149,2.1028644,14.6825482,1.3164865,0.2788143,5.5699022,3.3501193
28.7898798,2.0060216,14.7062909,1.3442286,0.2771128,5.6297068,3.2172985
28.8898446,1.9082509,14.7274136,1.3717382,0.2724389,5.6865484,3.1901899
28.9898095,1.8111881,14.7456490,1.3983417,0.2663828,5.7423555,3.2161200
29.0897743,1.7139577,14.7612843,1.4242577,0.2597656,5.7980725,0.4905119
29.1897392,1.6154791,14.7745354,1.4497012,0.2522029,5.8065233,-3.4728172
29.2897041,1.5156878,14.7854129,1.4746037,0.2438280,5.7464244,-3.9237085
29.3896689,1.4145190,14.7939276,1.4989042,0.2347799,5.6777572,-4.3840876
29.4896338,1.3127063,14.8000565,1.5220450,0.2106979,5.6000373,-5.3332859
29.5895986,1.2109614,14.8039947,1.5415468,0.1737222,5.5040108,-6.6972346
29.6895635,1.1092373,14.8061260,1.5576347,0.1433618,5.3809998,-7.8211329
29.7895284,1.0085469,14.8067699,1.5707281,0.1171462,5.2336872,-8.7713797
29.8894932,0.9099030,14.8062461,1.5810873,0.0929351,5.0633806,-9.6094844
29.9894581,0.8127925,14.8048461,1.5890243,0.0829517,4.8699693,-7.9626788
30.0894229,0.7090168,14.8023360,1.6026581,0.1824809,4.7036821,-5.9473658
30.1893878,0.6088022,14.7980465,1.6262765,0.2891077,4.5755404,-4.1703762
30.2893527,0.5108196,14.7910413,1.6597104,0.3894989,4.4835017,-2.8455610
30.3893175,0.4137400,14.7803843,1.7018505,0.4686683,4.4196013,-1.6917904
30.4892824,0.3195858,14.7657396,1.7493993,0.5370359,4.3811684,-0.5344889
30.5892472,0.2284929,14.7468266,1.8026094,0.6006730,4.3689559,0.0000000
30.6892121,0.1355788,14.7219799,1.8620356,0.6286746,4.3689559,0.0000000
